primaryDomainId,casNumber,created,dataSources,description,displayName,domainIds,drugCategories,drugGroups,indication,synonyms,type,updated
drugbank.DB07853,,2023-04-02T22:16:53.368000,['drugbank'],,"2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",['drugbank.DB07853'],[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07854,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,"['drugbank.DB07854', 'pubchem.11608401']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07855,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE,"['drugbank.DB07855', 'pubchem.16122632']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07856,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE,"['drugbank.DB07856', 'pubchem.16122633']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07857,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(2R)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,"['drugbank.DB07857', 'pubchem.15602983']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07858,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,"['drugbank.DB07858', 'pubchem.15602982']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07859,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,"['drugbank.DB07859', 'pubchem.11175137']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07860,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE,"['drugbank.DB07860', 'pubchem.16122635']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07861,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(2R)-N-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide,"['drugbank.DB07861', 'pubchem.9823454']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07862,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE","['drugbank.DB07862', 'pubchem.1881']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07863,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,2-chloro-5-nitro-N-phenylbenzamide,"['drugbank.DB07863', 'pubchem.644213']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07864,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,"['drugbank.DB07864', 'pubchem.448725']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07865,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,3-(1H-tetrazol-5-ylamino)cyclohex-2-en-1-one,"['drugbank.DB07865', 'pubchem.1503946']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07866,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"(5S)-2-(Cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one","['drugbank.DB07866', 'pubchem.135566419']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07867,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,"['drugbank.DB07867', 'pubchem.448724']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07868,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,"['drugbank.DB07868', 'pubchem.448727']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07869,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone,"['drugbank.DB07869', 'pubchem.9600414']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07870,95977-29-0,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,Haloxyfop-P,"['drugbank.DB07870', 'pubchem.448979']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07871,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,"['drugbank.DB07871', 'pubchem.448729']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07872,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,"['drugbank.DB07872', 'pubchem.42628060']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07873,16610-63-2,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,Lauryl alcohol diphosphonic acid,"['drugbank.DB07873', 'pubchem.4395717']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07874,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one","['drugbank.DB07874', 'pubchem.17749735']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07875,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"5-Chloro-thiophene-2-carboxylic acid ((3S,4S)-1-{[2-fluoro-4-(2-oxo-2H-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide","['drugbank.DB07875', 'pubchem.11979006']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07876,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(S)-2-METHYL-1-[(4-METHYL-5-ISOQUINOLINE)SULFONYL]-HOMOPIPERAZINE,"['drugbank.DB07876', 'pubchem.448043']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07877,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE","['drugbank.DB07877', 'pubchem.6914564']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07878,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE","['drugbank.DB07878', 'pubchem.46937102']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07879,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"N-hydroxy-5-[(3-phenyl-5,6-dihydroimidazo[1,2-a]pyrazin-7(8H)-yl)carbonyl]thiophene-2-carboxamide","['drugbank.DB07879', 'pubchem.24836811']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07880,,2023-04-02T22:16:53.368000,['drugbank'],,2-((4'-HYDROXYPHENYL)-AZO)BENZOIC ACID,['drugbank.DB07880'],[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07881,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE,"['drugbank.DB07881', 'pubchem.447154']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07882,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID","['drugbank.DB07882', 'pubchem.5288514']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07883,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(2-AMINO-3-PHENYL-BICYCLO[2.2.1]HEPT-2-YL)-PHENYL-METHANONE,"['drugbank.DB07883', 'pubchem.446476']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07884,178040-94-3,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,Opaviraline,"['drugbank.DB07884', 'pubchem.154048']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07885,163451-80-7,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,Talviraline,"['drugbank.DB07885', 'pubchem.3000493']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07887,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"(R)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine","['drugbank.DB07887', 'pubchem.6857719']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07888,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"3-(4-HYDROXYPHENYL)-4,5-DIHYDRO-5-ISOXAZOLE-ACETIC ACID METHYL ESTER","['drugbank.DB07888', 'pubchem.5288525']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07889,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,"(2S)-1-(Dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol","['drugbank.DB07889', 'pubchem.447653']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07890,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,"['drugbank.DB07890', 'pubchem.444721']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07891,7698-93-3,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,Estradiol hemisuccinate,"['drugbank.DB07891', 'pubchem.66440']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07892,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,"['drugbank.DB07892', 'pubchem.64993']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07893,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,"['drugbank.DB07893', 'pubchem.444107']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07894,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,"['drugbank.DB07894', 'pubchem.5288544']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07895,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,"['drugbank.DB07895', 'pubchem.46937103']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07896,,2023-04-02T22:16:53.368000,"['drugbank', 'unichem']",,(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid,"['drugbank.DB07896', 'pubchem.439940']",[],[],,[],Drug,2023-04-02T22:16:53.368000
drugbank.DB07897,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,"['drugbank.DB07897', 'pubchem.4634038']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07898,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"(2R)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediyl dibutanoate","['drugbank.DB07898', 'pubchem.5288553']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07899,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,(2S) N-acetyl-L-alanyl-αL-phenylalanyl-chloroethylketone,"['drugbank.DB07899', 'pubchem.46937104']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07900,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,"['drugbank.DB07900', 'pubchem.5288561']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07901,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE,"['drugbank.DB07901', 'pubchem.2740174']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07902,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE","['drugbank.DB07902', 'pubchem.11809364']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07903,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"3-[(2,2-DIMETHYLPROPANOYL)AMINO]-N-1,3-THIAZOL-2-YLPYRIDINE-2-CARBOXAMIDE","['drugbank.DB07903', 'pubchem.11120251']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07905,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione","['drugbank.DB07905', 'pubchem.9929643']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07906,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL","['drugbank.DB07906', 'pubchem.10822243']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07907,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,(2S)-2-HYDROXYOCTANOIC ACID,"['drugbank.DB07907', 'pubchem.6995013']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07908,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN,"['drugbank.DB07908', 'pubchem.5288573']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07909,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL","['drugbank.DB07909', 'pubchem.444394']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07910,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"(2S)-2-amino-3-phenylpropane-1,1-diol","['drugbank.DB07910', 'pubchem.445494']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07911,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,"(3E)-2,6-DIOXO-6-PHENYLHEX-3-ENOATE","['drugbank.DB07911', 'pubchem.23615309']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07912,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,2-OXOHEPTYLPHOSPHONIC ACID,"['drugbank.DB07912', 'pubchem.4369424']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07913,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,HOMOPHENYLALANINYLMETHANE,"['drugbank.DB07913', 'pubchem.46937105']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07914,50480-67-6,2023-04-02T22:16:53.369000,['drugbank'],,"2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",['drugbank.DB07914'],[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07915,,2023-04-02T22:16:53.369000,['drugbank'],,"(2E,4E)-2-Hydroxy-6-oxo-6-phenyl-2,4-hexadienoic acid",['drugbank.DB07915'],[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07916,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID,"['drugbank.DB07916', 'pubchem.5288581']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07917,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,"['drugbank.DB07917', 'pubchem.6540277']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07918,341-88-8,2023-04-02T22:16:53.369000,['drugbank'],,2-heptyl-4-hydroxyquinoline N-oxide,['drugbank.DB07918'],[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07919,442-51-3,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,Harmine,"['drugbank.DB07919', 'pubchem.5280953']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07920,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,N-oxo-2-[(4-phenylphenyl)sulfonylamino]ethanamide,"['drugbank.DB07920', 'pubchem.46937106']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07921,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,"['drugbank.DB07921', 'pubchem.46937107']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07922,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,N-oxo-2-(phenylsulfonylamino)ethanamide,"['drugbank.DB07922', 'pubchem.46937108']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07923,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,octyl alpha-L-altropyranoside,"['drugbank.DB07923', 'pubchem.46937109']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07924,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,octyl beta-D-galactopyranoside,"['drugbank.DB07924', 'pubchem.9549264']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07925,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,"['drugbank.DB07925', 'pubchem.9543426']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07926,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE,"['drugbank.DB07926', 'pubchem.128564']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07927,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,3-[(4-Carboxy-2-hydroxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid,"['drugbank.DB07927', 'pubchem.657106']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07928,,2023-04-02T22:16:53.369000,"['drugbank', 'unichem']",,N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,"['drugbank.DB07928', 'pubchem.6914579']",[],[],,[],Drug,2023-04-02T22:16:53.369000
drugbank.DB07929,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE","['drugbank.DB07929', 'pubchem.448258']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07930,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,(3R)-3-HYDROXYDODECANOIC ACID,"['drugbank.DB07930', 'pubchem.5312804']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07931,84-16-2,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,Hexestrol,"['drugbank.DB07931', 'drug_central.1368', 'pubchem.192197']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07932,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,"dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate","['drugbank.DB07932', 'pubchem.11531308']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07933,533884-09-2,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,Erteberel,"['drugbank.DB07933', 'pubchem.10286159']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07934,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,"['drugbank.DB07934', 'pubchem.448953']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07935,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,"5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile","['drugbank.DB07935', 'pubchem.25218427']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07936,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,N-(4-{[(3S)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-amine,"['drugbank.DB07936', 'pubchem.16113377']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07937,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,"2-butoxy-9-(2,6-difluorobenzyl)-N-(2-morpholin-4-ylethyl)-9H-purin-6-amine","['drugbank.DB07937', 'pubchem.16744441']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07938,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,(S)-iclaprim,"['drugbank.DB07938', 'pubchem.44141864']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07939,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,N-(3-MERCAPTOPROPANOYL)-D-ALANINE,"['drugbank.DB07939', 'pubchem.16750083']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07940,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,"9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE","['drugbank.DB07940', 'pubchem.448167']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07941,586379-66-0,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,PH-797804,"['drugbank.DB07941', 'pubchem.22049997']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07942,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,"['drugbank.DB07942', 'pubchem.42647299']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07943,271576-80-8,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,SD-0006,"['drugbank.DB07943', 'pubchem.9865587']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07944,,2023-04-02T22:16:53.460000,"['drugbank', 'unichem']",,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,"['drugbank.DB07944', 'pubchem.448955']",[],[],,[],Drug,2023-04-02T22:16:53.460000
drugbank.DB07945,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,"5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid","['drugbank.DB07945', 'pubchem.9863791']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07946,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide","['drugbank.DB07946', 'pubchem.10114365']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07947,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,"['drugbank.DB07947', 'pubchem.5327109']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07949,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,"({[(3E)-2'-Oxo-2',7'-dihydro-2,3'-biindol-3(7H)-ylidene]amino}oxy)acetic acid","['drugbank.DB07949', 'pubchem.11840955']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07950,87-51-4,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,Indoleacetic acid,"['drugbank.DB07950', 'pubchem.802']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07951,2456-73-7,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,N-(indole-3-acetyl)-L-aspartic acid,"['drugbank.DB07951', 'pubchem.446620']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07952,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,"['drugbank.DB07952', 'pubchem.446640']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07953,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,N-[1H-INDOL-3-YL-ACETYL]VALINE ACID,"['drugbank.DB07953', 'pubchem.446641']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07954,28822-58-4,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,3-isobutyl-1-methyl-7H-xanthine,"['drugbank.DB07954', 'pubchem.3758']",[],[],,[],Drug,2023-04-02T22:16:53.461000
drugbank.DB07955,,2023-04-02T22:16:53.461000,"['drugbank', 'unichem']",,(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE,"['drugbank.DB07955', 'pubchem.4634717']",[],[],,[],Drug,2023-04-02T22:16:53.461000
