Symptom_CUI	Symptom_Name	Gene_Symbol	Source
C2315100	Pediatric failure to thrive	PEX13	DisGeNet
C2315100	Pediatric failure to thrive	MTO1	DisGeNet
C2315100	Pediatric failure to thrive	FOXRED1	DisGeNet
C2315100	Pediatric failure to thrive	RBM10	DisGeNet
C2315100	Pediatric failure to thrive	HSD17B4	DisGeNet
C2315100	Pediatric failure to thrive	CD79A	DisGeNet
C2315100	Pediatric failure to thrive	SFTPB	DisGeNet
C2315100	Pediatric failure to thrive	DNMT3B	DisGeNet
C2315100	Pediatric failure to thrive	YARS2	DisGeNet
C2315100	Pediatric failure to thrive	ACTA1	DisGeNet
C2315100	Pediatric failure to thrive	TINF2	DisGeNet
C2315100	Pediatric failure to thrive	TCN2	DisGeNet
C2315100	Pediatric failure to thrive	GBE1	DisGeNet
C2315100	Pediatric failure to thrive	TJP2	DisGeNet
C2315100	Pediatric failure to thrive	HMGA2	DisGeNet
C2315100	Pediatric failure to thrive	ALDOB	DisGeNet
C2315100	Pediatric failure to thrive	DKC1	DisGeNet
C2315100	Pediatric failure to thrive	IL21R	DisGeNet
C2315100	Pediatric failure to thrive	NDUFS1	DisGeNet
C2315100	Pediatric failure to thrive	DYNC2LI1	DisGeNet
C2315100	Pediatric failure to thrive	LIG4	DisGeNet
C2315100	Pediatric failure to thrive	TPM2	DisGeNet
C2315100	Pediatric failure to thrive	TERT	DisGeNet
C2315100	Pediatric failure to thrive	MTRR	DisGeNet
C2315100	Pediatric failure to thrive	LPIN2	DisGeNet
C2315100	Pediatric failure to thrive	POLG	DisGeNet
C2315100	Pediatric failure to thrive	COL6A3	DisGeNet
C2315100	Pediatric failure to thrive	PREPL	DisGeNet
C2315100	Pediatric failure to thrive	SCO1	DisGeNet
C2315100	Pediatric failure to thrive	EXOSC8	DisGeNet
C2315100	Pediatric failure to thrive	LETM1	DisGeNet
C2315100	Pediatric failure to thrive	LAMC2	DisGeNet
C2315100	Pediatric failure to thrive	NDUFA9	DisGeNet
C2315100	Pediatric failure to thrive	SCNN1B	DisGeNet
C2315100	Pediatric failure to thrive	MYH7	DisGeNet
C2315100	Pediatric failure to thrive	EGFR	DisGeNet
C2315100	Pediatric failure to thrive	SLC2A2	DisGeNet
C2315100	Pediatric failure to thrive	BMPR1A	DisGeNet
C2315100	Pediatric failure to thrive	SLC22A5	DisGeNet
C2315100	Pediatric failure to thrive	HSD11B2	DisGeNet
C2315100	Pediatric failure to thrive	NELFA	DisGeNet
C2315100	Pediatric failure to thrive	EXT1	DisGeNet
C2315100	Pediatric failure to thrive	SMAD4	DisGeNet
C2315100	Pediatric failure to thrive	MPI	DisGeNet
C2315100	Pediatric failure to thrive	SLC5A1	DisGeNet
C2315100	Pediatric failure to thrive	PEX6	DisGeNet
C2315100	Pediatric failure to thrive	PSMB8	DisGeNet
C2315100	Pediatric failure to thrive	CYP11B2	DisGeNet
C2315100	Pediatric failure to thrive	COX15	DisGeNet
C2315100	Pediatric failure to thrive	CFTR	DisGeNet
C2315100	Pediatric failure to thrive	NDUFA2	DisGeNet
C2315100	Pediatric failure to thrive	ATP8B1	DisGeNet
C2315100	Pediatric failure to thrive	PYCR1	DisGeNet
C2315100	Pediatric failure to thrive	IL2RG	DisGeNet
C2315100	Pediatric failure to thrive	ZAP70	DisGeNet
C2315100	Pediatric failure to thrive	ERCC2	DisGeNet
C2315100	Pediatric failure to thrive	B4GALT7	DisGeNet
C2315100	Pediatric failure to thrive	KCNJ1	DisGeNet
C2315100	Pediatric failure to thrive	FAH	DisGeNet
C2315100	Pediatric failure to thrive	ADK	DisGeNet
C2315100	Pediatric failure to thrive	GNAS	DisGeNet
C2315100	Pediatric failure to thrive	NOTCH1	DisGeNet
C2315100	Pediatric failure to thrive	CYP27B1	DisGeNet
C2315100	Pediatric failure to thrive	KDM6A	DisGeNet
C2315100	Pediatric failure to thrive	AKR1D1	DisGeNet
C2315100	Pediatric failure to thrive	TMPRSS15	DisGeNet
C2315100	Pediatric failure to thrive	RFXANK	DisGeNet
C2315100	Pediatric failure to thrive	MC2R	DisGeNet
C2315100	Pediatric failure to thrive	ALAD	DisGeNet
C2315100	Pediatric failure to thrive	RBCK1	DisGeNet
C2315100	Pediatric failure to thrive	RAB3GAP1	DisGeNet
C2315100	Pediatric failure to thrive	FLNA	DisGeNet
C2315100	Pediatric failure to thrive	AIMP1	DisGeNet
C2315100	Pediatric failure to thrive	EBP	DisGeNet
C2315100	Pediatric failure to thrive	NUP62	DisGeNet
C2315100	Pediatric failure to thrive	SMPD1	DisGeNet
C2315100	Pediatric failure to thrive	ASL	DisGeNet
C2315100	Pediatric failure to thrive	PDX1	DisGeNet
C2315100	Pediatric failure to thrive	TCIRG1	DisGeNet
C2315100	Pediatric failure to thrive	NDUFAF4	DisGeNet
C2315100	Pediatric failure to thrive	PEX1	DisGeNet
C2315100	Pediatric failure to thrive	RERE	DisGeNet
C2315100	Pediatric failure to thrive	ACADS	DisGeNet
C2315100	Pediatric failure to thrive	NDUFB9	DisGeNet
C2315100	Pediatric failure to thrive	BCAP31	DisGeNet
C2315100	Pediatric failure to thrive	CPLX1	DisGeNet
C2315100	Pediatric failure to thrive	ABCA3	DisGeNet
C2315100	Pediatric failure to thrive	HCFC1	DisGeNet
C2315100	Pediatric failure to thrive	ERCC5	DisGeNet
C2315100	Pediatric failure to thrive	SSR4	DisGeNet
C2315100	Pediatric failure to thrive	ORC4	DisGeNet
C2315100	Pediatric failure to thrive	PIK3R1	DisGeNet
C2315100	Pediatric failure to thrive	DSP	DisGeNet
C2315100	Pediatric failure to thrive	MAP2K1	DisGeNet
C2315100	Pediatric failure to thrive	CLCNKB	DisGeNet
C2315100	Pediatric failure to thrive	SUCLA2	DisGeNet
C2315100	Pediatric failure to thrive	JAG1	DisGeNet
C2315100	Pediatric failure to thrive	HOXD13	DisGeNet
C2315100	Pediatric failure to thrive	GATA6	DisGeNet
C2315100	Pediatric failure to thrive	CPS1	DisGeNet
C2315100	Pediatric failure to thrive	CD96	DisGeNet
C2315100	Pediatric failure to thrive	GBA	DisGeNet
C2315100	Pediatric failure to thrive	ZMPSTE24	DisGeNet
C2315100	Pediatric failure to thrive	BTK	DisGeNet
C2315100	Pediatric failure to thrive	TRAC	DisGeNet
C2315100	Pediatric failure to thrive	PEX26	DisGeNet
C2315100	Pediatric failure to thrive	COX10	DisGeNet
C2315100	Pediatric failure to thrive	NFIX	DisGeNet
C2315100	Pediatric failure to thrive	ERCC6	DisGeNet
C2315100	Pediatric failure to thrive	AVPR2	DisGeNet
C2315100	Pediatric failure to thrive	NR3C2	DisGeNet
C2315100	Pediatric failure to thrive	OTC	DisGeNet
C2315100	Pediatric failure to thrive	COL6A1	DisGeNet
C2315100	Pediatric failure to thrive	MPDU1	DisGeNet
C2315100	Pediatric failure to thrive	SLC39A4	DisGeNet
C2315100	Pediatric failure to thrive	PARN	DisGeNet
C2315100	Pediatric failure to thrive	LAMB3	DisGeNet
C2315100	Pediatric failure to thrive	LCK	DisGeNet
C2315100	Pediatric failure to thrive	PCCB	DisGeNet
C2315100	Pediatric failure to thrive	CASP8	DisGeNet
C2315100	Pediatric failure to thrive	FBXL4	DisGeNet
C2315100	Pediatric failure to thrive	ST3GAL5	DisGeNet
C2315100	Pediatric failure to thrive	SLC7A7	DisGeNet
C2315100	Pediatric failure to thrive	PEX19	DisGeNet
C2315100	Pediatric failure to thrive	ADA	DisGeNet
C2315100	Pediatric failure to thrive	NDUFB3	DisGeNet
C2315100	Pediatric failure to thrive	RAG1	DisGeNet
C2315100	Pediatric failure to thrive	STT3A	DisGeNet
C2315100	Pediatric failure to thrive	GALC	DisGeNet
C2315100	Pediatric failure to thrive	SETBP1	DisGeNet
C2315100	Pediatric failure to thrive	IL7R	DisGeNet
C2315100	Pediatric failure to thrive	TACO1	DisGeNet
C2315100	Pediatric failure to thrive	IGHMBP2	DisGeNet
C2315100	Pediatric failure to thrive	PEX11B	DisGeNet
C2315100	Pediatric failure to thrive	TBR1	DisGeNet
C2315100	Pediatric failure to thrive	FH	DisGeNet
C2315100	Pediatric failure to thrive	NOTCH2	DisGeNet
C2315100	Pediatric failure to thrive	GCDH	DisGeNet
C2315100	Pediatric failure to thrive	CYP7B1	DisGeNet
C2315100	Pediatric failure to thrive	KCNJ10	DisGeNet
C2315100	Pediatric failure to thrive	XPA	DisGeNet
C2315100	Pediatric failure to thrive	CD3D	DisGeNet
C2315100	Pediatric failure to thrive	PEX10	DisGeNet
C2315100	Pediatric failure to thrive	AGPS	DisGeNet
C2315100	Pediatric failure to thrive	SDHA	DisGeNet
C2315100	Pediatric failure to thrive	HRAS	DisGeNet
C2315100	Pediatric failure to thrive	AMACR	DisGeNet
C2315100	Pediatric failure to thrive	LAMA3	DisGeNet
C2315100	Pediatric failure to thrive	HADHB	DisGeNet
C2315100	Pediatric failure to thrive	BANF1	DisGeNet
C2315100	Pediatric failure to thrive	IGLL1	DisGeNet
C2315100	Pediatric failure to thrive	RFX5	DisGeNet
C2315100	Pediatric failure to thrive	INS	DisGeNet
C2315100	Pediatric failure to thrive	BAAT	DisGeNet
C2315100	Pediatric failure to thrive	DGUOK	DisGeNet
C2315100	Pediatric failure to thrive	RTEL1	DisGeNet
C2315100	Pediatric failure to thrive	DLL4	DisGeNet
C2315100	Pediatric failure to thrive	MRPL3	DisGeNet
C2315100	Pediatric failure to thrive	ALDH18A1	DisGeNet
C2315100	Pediatric failure to thrive	CTBP1	DisGeNet
C2315100	Pediatric failure to thrive	PPM1B	DisGeNet
C2315100	Pediatric failure to thrive	SMARCA2	DisGeNet
C2315100	Pediatric failure to thrive	RAI1	DisGeNet
C2315100	Pediatric failure to thrive	MPV17	DisGeNet
C2315100	Pediatric failure to thrive	EXT2	DisGeNet
C2315100	Pediatric failure to thrive	PEX12	DisGeNet
C2315100	Pediatric failure to thrive	EPHX1	DisGeNet
C2315100	Pediatric failure to thrive	ERCC3	DisGeNet
C2315100	Pediatric failure to thrive	AK2	DisGeNet
C2315100	Pediatric failure to thrive	RRM2B	DisGeNet
C2315100	Pediatric failure to thrive	NSD2	DisGeNet
C2315100	Pediatric failure to thrive	SMC1A	DisGeNet
C2315100	Pediatric failure to thrive	IGF1	DisGeNet
C2315100	Pediatric failure to thrive	ASNS	DisGeNet
C2315100	Pediatric failure to thrive	RAD21	DisGeNet
C2315100	Pediatric failure to thrive	NDUFB11	DisGeNet
C2315100	Pediatric failure to thrive	SNX10	DisGeNet
C2315100	Pediatric failure to thrive	NNT	DisGeNet
C2315100	Pediatric failure to thrive	GATM	DisGeNet
C2315100	Pediatric failure to thrive	SAR1B	DisGeNet
C2315100	Pediatric failure to thrive	SLC26A3	DisGeNet
C2315100	Pediatric failure to thrive	TPM3	DisGeNet
C2315100	Pediatric failure to thrive	MVK	DisGeNet
C2315100	Pediatric failure to thrive	JAK3	DisGeNet
C2315100	Pediatric failure to thrive	GALT	DisGeNet
C2315100	Pediatric failure to thrive	NDUFAF3	DisGeNet
C2315100	Pediatric failure to thrive	RAP1A	DisGeNet
C2315100	Pediatric failure to thrive	TMEM70	DisGeNet
C2315100	Pediatric failure to thrive	IRF8	DisGeNet
C2315100	Pediatric failure to thrive	TGM1	DisGeNet
C2315100	Pediatric failure to thrive	NDUFAF1	DisGeNet
C2315100	Pediatric failure to thrive	RIT1	DisGeNet
C2315100	Pediatric failure to thrive	AARS	DisGeNet
C2315100	Pediatric failure to thrive	RAG2	DisGeNet
C2315100	Pediatric failure to thrive	LRBA	DisGeNet
C2315100	Pediatric failure to thrive	ASCL1	DisGeNet
C2315100	Pediatric failure to thrive	ABCA12	DisGeNet
C2315100	Pediatric failure to thrive	PRF1	DisGeNet
C2315100	Pediatric failure to thrive	ACOX1	DisGeNet
C2315100	Pediatric failure to thrive	CLDN16	DisGeNet
C2315100	Pediatric failure to thrive	PHOX2B	DisGeNet
C2315100	Pediatric failure to thrive	SCNN1A	DisGeNet
C2315100	Pediatric failure to thrive	NEUROG3	DisGeNet
C2315100	Pediatric failure to thrive	SCNN1G	DisGeNet
C2315100	Pediatric failure to thrive	DDOST	DisGeNet
C2315100	Pediatric failure to thrive	AUH	DisGeNet
C2315100	Pediatric failure to thrive	TGDS	DisGeNet
C2315100	Pediatric failure to thrive	BSND	DisGeNet
C2315100	Pediatric failure to thrive	ALOX12B	DisGeNet
C2315100	Pediatric failure to thrive	NDUFV1	DisGeNet
C2315100	Pediatric failure to thrive	NDUFS3	DisGeNet
C2315100	Pediatric failure to thrive	OCRL	DisGeNet
C2315100	Pediatric failure to thrive	LARS	DisGeNet
C2315100	Pediatric failure to thrive	LEMD3	DisGeNet
C2315100	Pediatric failure to thrive	ORC1	DisGeNet
C2315100	Pediatric failure to thrive	FUCA1	DisGeNet
C2315100	Pediatric failure to thrive	VPS33B	DisGeNet
C2315100	Pediatric failure to thrive	WDR60	DisGeNet
C2315100	Pediatric failure to thrive	RBPJ	DisGeNet
C2315100	Pediatric failure to thrive	SURF1	DisGeNet
C2315100	Pediatric failure to thrive	DHCR24	DisGeNet
C2315100	Pediatric failure to thrive	DDB2	DisGeNet
C2315100	Pediatric failure to thrive	MUT	DisGeNet
C2315100	Pediatric failure to thrive	BLNK	DisGeNet
C2315100	Pediatric failure to thrive	USP8	DisGeNet
C2315100	Pediatric failure to thrive	HESX1	DisGeNet
C2315100	Pediatric failure to thrive	CDC6	DisGeNet
C2315100	Pediatric failure to thrive	CASR	DisGeNet
C2315100	Pediatric failure to thrive	SLC3A1	DisGeNet
C2315100	Pediatric failure to thrive	SARS2	DisGeNet
C2315100	Pediatric failure to thrive	PKP1	DisGeNet
C2315100	Pediatric failure to thrive	IGHM	DisGeNet
C2315100	Pediatric failure to thrive	GJA1	DisGeNet
C2315100	Pediatric failure to thrive	PLAGL1	DisGeNet
C2315100	Pediatric failure to thrive	TCF3	DisGeNet
C2315100	Pediatric failure to thrive	ORC6	DisGeNet
C2315100	Pediatric failure to thrive	MYH3	DisGeNet
C2315100	Pediatric failure to thrive	PNP	DisGeNet
C2315100	Pediatric failure to thrive	CA12	DisGeNet
C2315100	Pediatric failure to thrive	ASAH1	DisGeNet
C2315100	Pediatric failure to thrive	EPCAM	DisGeNet
C2315100	Pediatric failure to thrive	PIK3CA	DisGeNet
C2315100	Pediatric failure to thrive	PRSS1	DisGeNet
C2315100	Pediatric failure to thrive	KCNAB2	DisGeNet
C2315100	Pediatric failure to thrive	ABCC8	DisGeNet
C2315100	Pediatric failure to thrive	TMEM216	DisGeNet
C2315100	Pediatric failure to thrive	SFTPC	DisGeNet
C2315100	Pediatric failure to thrive	MTR	DisGeNet
C2315100	Pediatric failure to thrive	ERCC4	DisGeNet
C2315100	Pediatric failure to thrive	CTNS	DisGeNet
C2315100	Pediatric failure to thrive	GPR161	DisGeNet
C2315100	Pediatric failure to thrive	SC5D	DisGeNet
C2315100	Pediatric failure to thrive	HBA2	DisGeNet
C2315100	Pediatric failure to thrive	FASTKD2	DisGeNet
C2315100	Pediatric failure to thrive	DPYD	DisGeNet
C2315100	Pediatric failure to thrive	TALDO1	DisGeNet
C2315100	Pediatric failure to thrive	PEX14	DisGeNet
C2315100	Pediatric failure to thrive	PTDSS1	DisGeNet
C2315100	Pediatric failure to thrive	PEX5	DisGeNet
C2315100	Pediatric failure to thrive	PCCA	DisGeNet
C2315100	Pediatric failure to thrive	CIITA	DisGeNet
C2315100	Pediatric failure to thrive	SUCLG1	DisGeNet
C2315100	Pediatric failure to thrive	STAMBP	DisGeNet
C2315100	Pediatric failure to thrive	SNAP29	DisGeNet
C2315100	Pediatric failure to thrive	SLC25A15	DisGeNet
C2315100	Pediatric failure to thrive	MGAT2	DisGeNet
C2315100	Pediatric failure to thrive	GALE	DisGeNet
C2315100	Pediatric failure to thrive	MED17	DisGeNet
C2315100	Pediatric failure to thrive	SLC6A8	DisGeNet
C2315100	Pediatric failure to thrive	ZIC3	DisGeNet
C2315100	Pediatric failure to thrive	LIPA	DisGeNet
C2315100	Pediatric failure to thrive	DOLK	DisGeNet
C2315100	Pediatric failure to thrive	FGFRL1	DisGeNet
C2315100	Pediatric failure to thrive	MARS	DisGeNet
C2315100	Pediatric failure to thrive	ACO2	DisGeNet
C2315100	Pediatric failure to thrive	PEX16	DisGeNet
C2315100	Pediatric failure to thrive	BCS1L	DisGeNet
C2315100	Pediatric failure to thrive	COL6A2	DisGeNet
C2315100	Pediatric failure to thrive	MMADHC	DisGeNet
C2315100	Pediatric failure to thrive	EP300	DisGeNet
C2315100	Pediatric failure to thrive	TAZ	DisGeNet
C2315100	Pediatric failure to thrive	KCNJ6	DisGeNet
C2315100	Pediatric failure to thrive	DHCR7	DisGeNet
C2315100	Pediatric failure to thrive	CD79B	DisGeNet
C2315100	Pediatric failure to thrive	GNPAT	DisGeNet
C2315100	Pediatric failure to thrive	IKBKB	DisGeNet
C2315100	Pediatric failure to thrive	GCK	DisGeNet
C2315100	Pediatric failure to thrive	VDR	DisGeNet
C2315100	Pediatric failure to thrive	RAP1B	DisGeNet
C2315100	Pediatric failure to thrive	SMC3	DisGeNet
C2315100	Pediatric failure to thrive	PMM2	DisGeNet
C2315100	Pediatric failure to thrive	ATP6V0A2	DisGeNet
C2315100	Pediatric failure to thrive	NIPBL	DisGeNet
C2315100	Pediatric failure to thrive	ATP7B	DisGeNet
C2315100	Pediatric failure to thrive	AHDC1	DisGeNet
C2315100	Pediatric failure to thrive	SLC10A2	DisGeNet
C2315100	Pediatric failure to thrive	PEX3	DisGeNet
C2315100	Pediatric failure to thrive	ATP5F1A	DisGeNet
C2315100	Pediatric failure to thrive	NDUFS4	DisGeNet
C2315100	Pediatric failure to thrive	LRPPRC	DisGeNet
C2315100	Pediatric failure to thrive	ATP6V0A4	DisGeNet
C0032584	Polyp	TBX21	Disease-Connect
C0032584	Polyp	HIC1	DisGeNet
C0042798	Vision dim	RPGRIP1L	DisGeNet
C0042798	Vision dim	PDE6C	DisGeNet
C0042798	Vision dim	SDHA	DisGeNet
C0042798	Vision dim	FAS	DisGeNet
C0042798	Vision dim	CNNM4	DisGeNet
C0042798	Vision dim	CASK	DisGeNet
C0042798	Vision dim	PRPS1	DisGeNet
C0042798	Vision dim	FSCN2	DisGeNet
C0042798	Vision dim	AAAS	DisGeNet
C0042798	Vision dim	IQCB1	DisGeNet
C0042798	Vision dim	POLR1D	DisGeNet
C0042798	Vision dim	SNX10	DisGeNet
C0042798	Vision dim	NOTCH3	DisGeNet
C0042798	Vision dim	SDCCAG8	DisGeNet
C0042798	Vision dim	TACSTD2	DisGeNet
C0042798	Vision dim	PEX1	DisGeNet
C0042798	Vision dim	OPA1	DisGeNet
C0042798	Vision dim	EXOSC8	DisGeNet
C0042798	Vision dim	ERCC1	DisGeNet
C0042798	Vision dim	PAX6	DisGeNet
C0042798	Vision dim	SNRNP200	DisGeNet
C0042798	Vision dim	RLBP1	DisGeNet
C0042798	Vision dim	POLR1C	DisGeNet
C0042798	Vision dim	PEX5	DisGeNet
C0042798	Vision dim	PEPD	DisGeNet
C0042798	Vision dim	RGS9	DisGeNet
C0042798	Vision dim	CLCN7	DisGeNet
C0042798	Vision dim	CEP164	DisGeNet
C0042798	Vision dim	HARS	DisGeNet
C0042798	Vision dim	GPR143	DisGeNet
C0042798	Vision dim	ERCC5	DisGeNet
C0042798	Vision dim	NPHP1	DisGeNet
C0042798	Vision dim	TUB	DisGeNet
C0042798	Vision dim	SALL2	DisGeNet
C0042798	Vision dim	TTR	DisGeNet
C0042798	Vision dim	IMPG2	DisGeNet
C0042798	Vision dim	ERCC2	DisGeNet
C0042798	Vision dim	RMRP	DisGeNet
C0042798	Vision dim	IDH3B	DisGeNet
C0042798	Vision dim	TCIRG1	DisGeNet
C0042798	Vision dim	TCOF1	DisGeNet
C0042798	Vision dim	PIGT	DisGeNet
C0042798	Vision dim	CRYAA	DisGeNet
C0042798	Vision dim	BDNF	DisGeNet
C0042798	Vision dim	OCRL	DisGeNet
C0042798	Vision dim	PDE6A	DisGeNet
C0042798	Vision dim	ZFYVE26	DisGeNet
C0042798	Vision dim	FGFR2	DisGeNet
C0042798	Vision dim	EFEMP1	DisGeNet
C0042798	Vision dim	HSD17B4	DisGeNet
C0042798	Vision dim	POMT2	DisGeNet
C0042798	Vision dim	ADNP	DisGeNet
C0042798	Vision dim	GUCA1B	DisGeNet
C0042798	Vision dim	TGFBI	DisGeNet
C0042798	Vision dim	NHS	DisGeNet
C0042798	Vision dim	PEX16	DisGeNet
C0042798	Vision dim	ATF6	DisGeNet
C0042798	Vision dim	NR2F1	DisGeNet
C0042798	Vision dim	PEX26	DisGeNet
C0042798	Vision dim	PLK4	DisGeNet
C0042798	Vision dim	PRPH2	DisGeNet
C0042798	Vision dim	CTNS	DisGeNet
C0042798	Vision dim	LYST	DisGeNet
C0042798	Vision dim	CLRN1	DisGeNet
C0042798	Vision dim	PHYH	DisGeNet
C0042798	Vision dim	TREX1	DisGeNet
C0042798	Vision dim	HSPG2	DisGeNet
C0042798	Vision dim	GDF3	DisGeNet
C0042798	Vision dim	SUCLA2	DisGeNet
C0042798	Vision dim	TUBGCP4	DisGeNet
C0042798	Vision dim	TIMM8A	DisGeNet
C0042798	Vision dim	SOX2	DisGeNet
C0042798	Vision dim	IMPDH1	DisGeNet
C0042798	Vision dim	MITF	DisGeNet
C0042798	Vision dim	ERCC4	DisGeNet
C0042798	Vision dim	BEST1	DisGeNet
C0042798	Vision dim	PEX14	DisGeNet
C0042798	Vision dim	FGFR1	DisGeNet
C0042798	Vision dim	PRNP	DisGeNet
C0042798	Vision dim	GNAT2	DisGeNet
C0042798	Vision dim	OCA2	DisGeNet
C0042798	Vision dim	CNGB3	DisGeNet
C0042798	Vision dim	CACNA1F	DisGeNet
C0042798	Vision dim	COL11A1	DisGeNet
C0042798	Vision dim	FKTN	DisGeNet
C0042798	Vision dim	ERCC6	DisGeNet
C0042798	Vision dim	PAX2	DisGeNet
C0042798	Vision dim	PDE6H	DisGeNet
C0042798	Vision dim	GJB6	DisGeNet
C0042798	Vision dim	RIMS1	DisGeNet
C0042798	Vision dim	POMGNT1	DisGeNet
C0042798	Vision dim	OPN1MW	DisGeNet
C0042798	Vision dim	ABCC6	DisGeNet
C0042798	Vision dim	INVS	DisGeNet
C0042798	Vision dim	ELN	DisGeNet
C0042798	Vision dim	PHOX2A	DisGeNet
C0042798	Vision dim	IKBKG	DisGeNet
C0042798	Vision dim	CRYGC	DisGeNet
C0042798	Vision dim	GRN	DisGeNet
C0042798	Vision dim	CHM	DisGeNet
C0042798	Vision dim	VHL	DisGeNet
C0042798	Vision dim	MMACHC	DisGeNet
C0042798	Vision dim	PEX2	DisGeNet
C0042798	Vision dim	OPN1LW	DisGeNet
C0042798	Vision dim	TYR	DisGeNet
C0042798	Vision dim	IGBP1	DisGeNet
C0042798	Vision dim	AIMP1	DisGeNet
C0042798	Vision dim	OTX2	DisGeNet
C0042798	Vision dim	TRAF3IP1	DisGeNet
C0042798	Vision dim	SOX3	DisGeNet
C0042798	Vision dim	SDHD	DisGeNet
C0042798	Vision dim	TSFM	DisGeNet
C0042798	Vision dim	AP3B1	DisGeNet
C0042798	Vision dim	CRB1	DisGeNet
C0042798	Vision dim	AMACR	DisGeNet
C0042798	Vision dim	PEX12	DisGeNet
C0042798	Vision dim	ADAM9	DisGeNet
C0042798	Vision dim	WT1	DisGeNet
C0042798	Vision dim	GMPPB	DisGeNet
C0042798	Vision dim	PEX3	DisGeNet
C0042798	Vision dim	SH3BP2	DisGeNet
C0042798	Vision dim	PEX19	DisGeNet
C0042798	Vision dim	PLOD1	DisGeNet
C0042798	Vision dim	LAMP2	DisGeNet
C0042798	Vision dim	POMT1	DisGeNet
C0042798	Vision dim	PTPN22	DisGeNet
C0042798	Vision dim	SLC45A2	DisGeNet
C0042798	Vision dim	PEX7	DisGeNet
C0042798	Vision dim	CLIP2	DisGeNet
C0042798	Vision dim	LARGE1	DisGeNet
C0042798	Vision dim	RPE65	DisGeNet
C0042798	Vision dim	GUCA1A	DisGeNet
C0042798	Vision dim	PRPF6	DisGeNet
C0042798	Vision dim	BAZ1B	DisGeNet
C0042798	Vision dim	GJA1	DisGeNet
C0042798	Vision dim	HESX1	DisGeNet
C0042798	Vision dim	TMEM216	DisGeNet
C0042798	Vision dim	GTF2I	DisGeNet
C0042798	Vision dim	RPGR	DisGeNet
C0042798	Vision dim	ARNT2	DisGeNet
C0042798	Vision dim	TNFSF11	DisGeNet
C0042798	Vision dim	LRPAP1	DisGeNet
C0042798	Vision dim	SAG	DisGeNet
C0042798	Vision dim	POLA1	DisGeNet
C0042798	Vision dim	FH	DisGeNet
C0042798	Vision dim	LIMK1	DisGeNet
C0042798	Vision dim	GTF2IRD1	DisGeNet
C0042798	Vision dim	CRX	DisGeNet
C0042798	Vision dim	RFC2	DisGeNet
C0042798	Vision dim	PEX10	DisGeNet
C0042798	Vision dim	PLA2G6	DisGeNet
C0042798	Vision dim	ABCA1	DisGeNet
C0042798	Vision dim	GJB2	DisGeNet
C0042798	Vision dim	PEX6	DisGeNet
C0042798	Vision dim	IMPG1	DisGeNet
C0042798	Vision dim	RBP4	DisGeNet
C0042798	Vision dim	ABCA4	DisGeNet
C0042798	Vision dim	USH2A	DisGeNet
C0042798	Vision dim	CNGA3	DisGeNet
C0042798	Vision dim	RGR	DisGeNet
C0042798	Vision dim	PEX11B	DisGeNet
C0042798	Vision dim	KCNJ13	DisGeNet
C0042798	Vision dim	MC1R	DisGeNet
C0042798	Vision dim	RBP3	DisGeNet
C0042798	Vision dim	AIRE	DisGeNet
C0042798	Vision dim	GMPPA	DisGeNet
C0042798	Vision dim	TBL2	DisGeNet
C0042798	Vision dim	NRL	DisGeNet
C0042798	Vision dim	NEU1	DisGeNet
C0042798	Vision dim	AHI1	DisGeNet
C0042798	Vision dim	ACO2	DisGeNet
C0042798	Vision dim	NPHP3	DisGeNet
C0042798	Vision dim	TULP1	DisGeNet
C0042798	Vision dim	FBN2	DisGeNet
C0042798	Vision dim	PEX13	DisGeNet
C0034151	Hyperglobulinemic purpura	CD40LG	MalaCards
C0034151	Hyperglobulinemic purpura	ATP6V0A4	MalaCards
C0034151	Hyperglobulinemic purpura	TRIM21	MalaCards
C0034151	Hyperglobulinemic purpura	HSPG2	MalaCards
C0034151	Hyperglobulinemic purpura	CD79A	MalaCards
C0034151	Hyperglobulinemic purpura	BRD4	MalaCards
C0023015	Language handicap	C9orf72	MalaCards
C0023015	Language handicap	SH2B1	DisGeNet
C0023015	Language handicap	LGI1	MalaCards
C0023015	Language handicap	SSD	Disease-Connect
C0023015	Language handicap	CNTNAP2	MalaCards
C0023015	Language handicap	SMUG1	MalaCards
C0023015	Language handicap	CMIP	MalaCards
C0023015	Language handicap	FUS	MalaCards
C0023015	Language handicap	PLAT	MalaCards
C0023015	Language handicap	MECP2	MalaCards
C0023015	Language handicap	KANTR	MalaCards
C0023015	Language handicap	ADGRG1	DisGeNet
C0023015	Language handicap	APOE	MalaCards
C0023015	Language handicap	TRPV1	MalaCards
C0023015	Language handicap	SLI2	Disease-Connect
C0023015	Language handicap	TOR3A	MalaCards
C0023015	Language handicap	PSEN1	MalaCards|DisGeNet
C0023015	Language handicap	DRD2	DisGeNet
C0023015	Language handicap	FOXP1	Disease-Connect
C0023015	Language handicap	KIAA0319	MalaCards
C0023015	Language handicap	BCR	DisGeNet
C0023015	Language handicap	ANKK1	DisGeNet
C0023015	Language handicap	FTH1P21	Disease-Connect
C0023015	Language handicap	SYNGAP1	DisGeNet
C0023015	Language handicap	L1CAM	MalaCards
C0023015	Language handicap	GNPTG	MalaCards
C0023015	Language handicap	SLI3	Disease-Connect
C0023015	Language handicap	MYO18B	Disease-Connect
C0023015	Language handicap	ATP2C2	MalaCards
